Year,Make,Model,Condition,Price,Consumer_Rating,Consumer_Review_#,Exterior_Color,Interior_Color,Drivetrain,MPG,Fuel_Type,Transmission,Engine,VIN,Stock_#,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type
2022,Honda,Pilot Sport,New,"$40,770 ",5,333,Sonic Gray Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H30NB102877,78753,7,5,5,5,5,5,5,NV,Dealer
2022,Honda,Pilot Sport,New,"$40,770 ",3.7,270,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H35NB087289,22H659,2,5,5,5,5,5,5,IA,Dealer
2022,Honda,Pilot Sport,New,"$40,770 ",5,333,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H37NB100754,78724,5,5,5,5,5,5,5,NV,Dealer
2022,Honda,Pilot Sport,New,"$40,770 ",5,333,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H32NB100774,78722,5,5,5,5,5,5,5,NV,Dealer
2022,Honda,Pilot Sport,New,"$40,770 ",5,3543,Sonic Gray Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H32NB103092,98362,13,5,5,5,5,5,5,IL,Dealer
2022,Honda,Pilot Sport,New,"$40,770 ",5,3543,Sonic Gray Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H30NB104063,98405,3,5,5,5,5,5,5,IL,Dealer
2022,Honda,Pilot Special Edition,New,"$40,666 ",5,7,Deep Scarlet Pearl,Beige,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H27NB101202,25764,4,5,5,5,5,5,5,LA,Dealer
2022,Honda,Pilot EX-L,New,"$40,614 ",5,942,Platinum White Pearl,Beige,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H52NB038031,H038031,5,5,5,5,5,5,5,TX,Dealer
2022,Honda,CR-V Hybrid Touring,Used,"$40,519 ",5,5045,Sonic Gray Pearl,Black,All-wheel Drive,40–35,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,5J6RT6H90NL009740,B3048A,7837,4.6,4.9,4.5,4.6,4.8,4.7,IL,Dealer
2022,Honda,Pilot EX-L,New,"$40,500 ",4.8,1780,Platinum White Pearl,Beige,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H50NB038013,NB038013,5,5,5,5,5,5,5,CA,Dealer
2022,Honda,Pilot EX-L,New,"$40,499 ",4.7,790,Platinum White Pearl,Beige,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H54NB095059,220194,11,5,5,5,5,5,5,WA,Dealer
2022,Honda,Pilot EX-L,New,"$40,488 ",4.7,790,Lunar Silver Metallic,Gray,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H51NB096282,220196,11,5,5,5,5,5,5,WA,Dealer
2022,Honda,Passport TrailSport,Used,"$40,243 ",4.2,149,Crystal Black Pearl,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H65NB002005,K2P422A,10814,5,5,4.9,5,4.9,5,ID,Dealer
2022,Honda,Pilot Special Edition,New,"$40,205 ",5,6877,Modern Steel Metallic,Black,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H29NB026318,NB026318,7,5,5,5,5,5,5,FL,Dealer
2022,Honda,CR-V Hybrid Touring,Used,"$39,998 ",4.7,12,Gray,Black,All-wheel Drive,40–35,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,5J6RT6H99NL015018,23436604,18902,4.6,4.9,4.5,4.6,4.8,4.7,CT,Dealer
2022,Honda,Pilot EX-L,New,"$39,998 ",4.7,790,Lunar Silver Metallic,Gray,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H51NB096301,220197,10,5,5,5,5,5,5,WA,Dealer
2022,Honda,CR-V Hybrid EX-L,Used,"$39,998 ",4.7,4,White,Tan,All-wheel Drive,40–35,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,5J6RT6H81NL029857,23115499,2370,4.6,4.9,4.5,4.6,4.8,4.7,WA,Dealer
2022,Honda,Pilot Sport,New,"$39,995 ",5,306,Lunar Silver Metallic,Blk Lth,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,V6 Cylinder Engine,5FNYF6H39NB080233,225042,2,5,5,5,5,5,5,MI,Dealer
2022,Honda,Pilot EX-L,New,"$39,976 ",3.8,672,Lunar Silver Metallic,Gray,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H5XNB096278,46162,5,5,5,5,5,5,5,WA,Dealer
2022,Honda,Pilot Sport,New,"$39,975 ",5,1155,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H38NB102643,NB102643,5,5,5,5,5,5,5,MO,Dealer
2022,Honda,Pilot Sport,New,"$39,950 ",4.5,1627,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H32NB096368,NB096368,15,5,5,5,5,5,5,IA,Dealer
2022,Honda,Odyssey EX-L,Used,"$39,907 ",4.9,1983,Lunar Silver Metallic,Mocha,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H71NB045279,DL22Z428A,8856,4.3,4.4,4.3,4.1,4.3,4.3,NY,Dealer
2022,Honda,Pilot Special Edition,Used,"$39,900 ",4.2,65,Blue Metallic,Gray,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H21NB023042,U7048,6287,5,5,5,5,5,5,SC,Dealer
2022,Honda,Passport TrailSport,Used,"$39,900 ",4.9,32,Sonic Gray Pearl,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H69NB001634,P1019,16772,5,5,4.9,5,4.9,5,OH,Dealer
2022,Honda,Passport TrailSport,Used,"$39,887 ",5,1026,Radiant Red Metallic II,Black,All-wheel Drive,19–24,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FNYF8H6XNB016692,2P5619,6585,5,5,4.9,5,4.9,5,IN,Dealer
2022,Honda,Pilot Sport,New,"$39,875 ",4.4,71,Crystal Black Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H30NB090908,T220447,7,5,5,5,5,5,5,AL,Dealer
2022,Honda,Passport EX-L,Honda Certified,"$39,850 ",4.9,234,Obsidian Blue Pearl,Gray,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H53NB002091,N0363,10305,5,5,4.9,5,4.9,5,MO,Dealer
2022,Honda,Pilot Sport,New,"$39,780 ",5,1516,Sonic Gray Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H36NB104164,22843,5,5,5,5,5,5,5,LA,Dealer
2022,Honda,Pilot Sport,New,"$39,770 ",5,288,Platinum White Pearl,Black,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H3XNB039183,39183,5,5,5,5,5,5,5,AR,Dealer
2022,Honda,Pilot Sport,New,"$39,770 ",4.7,1362,Platinum White Pearl,Black,FWD,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H37NB039142,A6009960,5,5,5,5,5,5,5,MO,Dealer
2022,Honda,Pilot Sport,New,"$39,770 ",2.7,507,Sonic Gray Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H37NB103072,H22798,12,5,5,5,5,5,5,MO,Dealer
2022,Honda,Pilot Sport,New,"$39,770 ",2.7,507,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H3XNB103843,H22799,7,5,5,5,5,5,5,MO,Dealer
2022,Honda,Pilot Sport,New,"$39,770 ",4.4,845,Gray,Black,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H3XNB039135,101985,2,5,5,5,5,5,5,CA,Dealer
2022,Honda,Pilot Sport,New,"$39,770 ",4.6,985,Sonic Gray Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H33NB105207,2B1206,5,5,5,5,5,5,5,CO,Dealer
2022,Honda,Pilot Sport,New,"$39,770 ",4.6,1504,Platinum White Pearl,Black,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H38NB035567,NB035567,3,5,5,5,5,5,5,FL,Dealer
2022,Honda,Passport TrailSport,Used,"$39,684 ",4.5,239,Platinum White Pearl,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H69NB006574,W18127,8209,5,5,4.9,5,4.9,5,IN,Dealer
2022,Honda,Odyssey EX-L,Used,"$39,658 ",4.3,2147,Blue,Black,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H77NB036943,P25982,13179,4.3,4.4,4.3,4.1,4.3,4.3,IL,Dealer
2022,Honda,Odyssey EX-L,Used,"$39,500 ",5,1988,Radiant Red Metallic II,Beige,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H76NB006865,15434P,13833,4.3,4.4,4.3,4.1,4.3,4.3,NC,Dealer
2022,Honda,Pilot Sport,New,"$39,406 ",4.3,3504,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H35NB086093,181854,12,5,5,5,5,5,5,AZ,Dealer
2022,Honda,Pilot Sport,New,"$39,406 ",4.3,3504,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H3XNB092214,181896,12,5,5,5,5,5,5,AZ,Dealer
2022,Honda,Pilot Sport,New,"$39,406 ",4.6,175,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H30NB100403,H0822093,1,5,5,5,5,5,5,OR,Dealer
2022,Honda,Pilot Sport,New,"$39,375 ",5,234,Black,Black,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H38NB036041,N1035,200,5,5,5,5,5,5,MO,Dealer
2022,Honda,Pilot Sport,New,"$39,375 ",4.8,1650,Crystal Black Pearl,Black,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H34NB037624,NB037624,4,5,5,5,5,5,5,OR,Dealer
2022,Honda,Pilot Sport,New,"$39,299 ",3.9,144,Crystal Black Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H33NB100699,223932,5,5,5,5,5,5,5,WA,Dealer
2022,Honda,Pilot Sport,New,"$39,275 ",5,3600,Platinum,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H38NB102660,B102660,1,5,5,5,5,5,5,FL,Dealer
2022,Honda,Pilot Sport,New,"$39,133 ",4.8,578,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H37NB096351,NB096351,8,5,5,5,5,5,5,TX,Dealer
2022,Honda,Pilot Sport,New,"$39,133 ",4.8,1732,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H34NB102977,P1987,5,5,5,5,5,5,5,IL,Dealer
2022,Honda,Passport EX-L,New,"$39,124 ",4,277,Crystal Black Pearl,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H50NB029331,QNF029331,6,5,5,4.9,5,4.9,5,IA,Dealer
2022,Honda,Pilot Touring 7-Passenger,Used,"$39,081 ",4.7,334,Red,Beige,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H69NB020280,20280,12095,5,5,5,5,5,5,KY,Dealer
2022,Honda,Accord Hybrid Touring,New,"$39,079 ",5,5,Platinum White Pearl,Ivory,Front-wheel Drive,44–41,Hybrid,electronic continuously variable,4 Cylinder Engine,1HGCV3F94NA036752,22017,5,4.9,5,5,4.9,4.9,5,OK,Dealer
2022,Honda,Pilot Sport,New,"$39,038 ",4.3,3504,Crystal Black Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H35NB092928,181902,11,5,5,5,5,5,5,AZ,Dealer
2022,Honda,Pilot Special Edition,Used,"$39,000 ",4.7,261,Crystal Black Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H25NB005133,CE12489A,15246,5,5,5,5,5,5,IA,Dealer
2022,Honda,Pilot Special Edition,Used,"$39,000 ",4.6,1144,Crystal Black Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H2XNB038841,9038841,18999,5,5,5,5,5,5,ND,Dealer
2022,Honda,Ridgeline RTL-E,Used,"$39,000 ",4.7,139,Platinum White Pearl,Beige,All-wheel Drive,18–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F77NB018756,NB018756A,4659,5,4.9,4.9,4.3,4.7,5,TX,Dealer
2022,Honda,Pilot Touring 8-Passenger,Used,"$38,995 ",5,25,Platinum White Pearl,Beige,All-wheel Drive,19–26,Gasoline,AUTOMATIC,V6 Cylinder Engine,5FNYF6H63NB002136,H7060A,39997,5,5,5,5,5,5,LA,Dealer
2022,Honda,Passport EX-L,Used,"$38,995 ",4.7,442,Lunar Silver Metallic,Gray,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H53NB011227,NB011227,7389,5,5,4.9,5,4.9,5,OH,Dealer
2022,Honda,Passport TrailSport,Honda Certified,"$38,995 ",4.7,739,Radiant Red Metallic II,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H65NB012162,C17654A,5613,5,5,4.9,5,4.9,5,IL,Dealer
2022,Honda,Passport TrailSport,Honda Certified,"$38,993 ",4.4,1014,Crystal Black Pearl,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H63NB022950,NB022950P,606,5,5,4.9,5,4.9,5,CA,Dealer
2022,Honda,Pilot EX-L,Used,"$38,900 ",4.7,1992,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H58NB021692,62392B,9649,5,5,5,5,5,5,OH,Dealer
2022,Honda,Passport TrailSport,Used,"$38,900 ",4.8,1871,Platinum White Pearl,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H66NB007813,AB5052,566,5,5,4.9,5,4.9,5,MA,Dealer
2022,Honda,Pilot Sport,New,"$38,852 ",4.7,790,Crystal Black Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H37NB091067,220186,11,5,5,5,5,5,5,WA,Dealer
2022,Honda,Passport EX-L,Honda Certified,"$38,788 ",5,1026,Platinum White Pearl,Black,All-wheel Drive,19–24,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FNYF8H56NB026255,2P5629,765,5,5,4.9,5,4.9,5,IN,Dealer
2022,Honda,Civic Si Base,Used,"$38,777 ",4.5,17,Blue,Black / Red,Front-wheel Drive,27–37,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFE1E52NH471626,471626,5865,4.2,4,4.5,4.2,4.5,5,VA,Dealer
2022,Honda,Pilot Sport,New,"$38,770 ",4.9,2843,Sonic Gray Pearl,Black,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H38NB038243,43099,10,5,5,5,5,5,5,TX,Dealer
2022,Honda,Accord Hybrid Touring,New,"$38,685 ",5,1944,Crystal Black Pearl,Black,Front-wheel Drive,44–41,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F95NA040213,H40213,2,4.9,5,5,4.9,4.9,5,TN,Dealer
2022,Honda,Pilot EX-L,Used,"$38,677 ",4.9,4786,Steel Sapphire Metallic,Gray,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H57NB023286,U35603L,15599,5,5,5,5,5,5,NY,Dealer
2022,Honda,CR-V Hybrid Touring,New,"$38,625 ",4.7,3094,Sonic Gray Pearl,Black,All-wheel Drive,40–35,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,5J6RT6H9XNL021653,X21653,11,4.6,4.9,4.5,4.6,4.8,4.7,FL,Dealer
2022,Honda,Accord Sport 2.0T,New,"$38,550 ",5,20,Platinum White Pearl,Black,Front-wheel Drive,22–32,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F36NA017223,HO7521,9,5,5,5,5,5,5,NC,Dealer
2022,Honda,Accord Sport 2.0T,New,"$38,550 ",5,20,Platinum White Pearl,Black,Front-wheel Drive,22–32,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F39NA020147,HO7513,9,5,5,5,5,5,5,NC,Dealer
2022,Honda,Passport EX-L,New,"$38,505 ",4.7,790,Sonic Gray Pearl,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H55NB019779,224057,2812,5,5,4.9,5,4.9,5,WA,Dealer
2022,Honda,Accord Touring 2.0T,New,"$38,445 ",5,1664,Platinum White Pearl,Ivory,Front-wheel Drive,22–32,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F90NA010742,35078,1311,5,5,5,5,5,5,VA,Dealer
2022,Honda,Pilot Sport,Honda Certified,"$38,418 ",3.9,235,Crystal Black Pearl,Black,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H39NB032094,H154,2027,5,5,5,5,5,5,IN,Dealer
2022,Honda,Pilot Sport,New,"$38,400 ",4.2,415,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H3XNB095713,NB095713,2,5,5,5,5,5,5,LA,Dealer
2022,Honda,Passport TrailSport,Honda Certified,"$38,400 ",3.7,149,White,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H61NB000445,PNB000445,28234,5,5,4.9,5,4.9,5,OH,Dealer
2022,Honda,Ridgeline Black Edition,Used,"$38,400 ",4.3,677,Crystal Black Pearl,Black,All-wheel Drive,18–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F8XNB002396,G22559A,20995,5,4.9,4.9,4.3,4.7,5,IN,Dealer
2022,Honda,Pilot Sport,New,"$38,352 ",4.8,563,Crystal Black Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H35NB094226,H17008,3,5,5,5,5,5,5,WA,Dealer
2022,Honda,Pilot Sport,New,"$38,276 ",3.8,672,Sonic Gray Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H32NB091025,46103,11,5,5,5,5,5,5,WA,Dealer
2022,Honda,Pilot Sport,New,"$38,276 ",3.8,672,Sonic Gray Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H31NB087886,46083,5,5,5,5,5,5,5,WA,Dealer
2022,Honda,CR-V Touring,New,"$38,240 ",4.8,11,Platinum White Pearl,Ivory,All-wheel Drive,27–32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H91NE048219,22H0121,6,4.9,4.8,4.7,4.8,4.7,4.9,CA,Dealer
2022,Honda,CR-V Hybrid Touring,Used,"$38,127 ",4.6,429,Crystal Black Pearl,Black,All-wheel Drive,40–35,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,5J6RT6H91NL003249,NLB09002A,16983,4.6,4.9,4.5,4.6,4.8,4.7,CT,Dealer
2022,Honda,Pilot EX-L,Used,"$37,999 ",4.9,879,Lunar Silver Metallic,Gray,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H54NB007864,TNB007864,11709,5,5,5,5,5,5,CA,Dealer
2022,Honda,Pilot Sport,New,"$37,998 ",4.7,790,Crystal Black Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H30NB090861,220185,11,5,5,5,5,5,5,WA,Dealer
2022,Honda,Accord Hybrid Sport,New,"$37,991 ",4.6,1959,Sonic Gray Pearl,Black,Front-wheel Drive,44–41,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F24NA041551,NA041551,8,4.9,5,5,4.9,4.9,5,CA,Dealer
2022,Honda,Accord Sport 2.0T,New,"$37,991 ",5,1,Sonic Gray Pearl,Black,Front-wheel Drive,22–32,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F39NA017667,N11130,1,5,5,5,5,5,5,NC,Dealer
2022,Honda,Accord Hybrid Sport,New,"$37,991 ",4.6,1959,Still Night Pearl,Black,Front-wheel Drive,44–41,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F29NA041626,NA041626,8,4.9,5,5,4.9,4.9,5,CA,Dealer
2022,Honda,CR-V Hybrid Touring,New,"$37,975 ",4.7,3094,Platinum White Pearl,Black,All-wheel Drive,40–35,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,5J6RT6H98NL011395,X11395,10,4.6,4.9,4.5,4.6,4.8,4.7,FL,Dealer
2022,Honda,CR-V Hybrid Touring,Used,"$37,875 ",4.4,469,Radiant Red Metallic,Gray,All-wheel Drive,40–35,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,5J6RT6H91NL034310,221571,15770,4.6,4.9,4.5,4.6,4.8,4.7,MO,Dealer
2022,Honda,CR-V Touring,New,"$37,845 ",4.7,502,Crystal Black Pearl,Black,All-wheel Drive,27–32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H99NE053538,NE053538,3,4.9,4.8,4.7,4.8,4.7,4.9,FL,Dealer
2022,Honda,CR-V Touring,New,"$37,844 ",4.8,5,Aegean Blue Metallic,Black,All-wheel Drive,27–32,Gasoline,continuously variable w/sport mode,4 Cylinder Engine,7FARW2H91NE052478,22040,7,4.9,4.8,4.7,4.8,4.7,4.9,OK,Dealer
2022,Honda,CR-V Touring,New,"$37,820 ",4.2,824,Sonic Gray Pearl,Black,All-wheel Drive,27–32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H94NH616427,23198,3000,4.9,4.8,4.7,4.8,4.7,4.9,CO,Dealer
2022,Honda,CR-V Hybrid Touring,Used,"$37,799 ",4.7,29,Black,Black,All-wheel Drive,40–35,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,5J6RT6H93NL031313,XI1381W,13526,4.6,4.9,4.5,4.6,4.8,4.7,NY,Dealer
2022,Honda,Accord Hybrid Touring,Honda Certified,"$37,754 ",4.9,435,Gray,Black,Front-wheel Drive,44–41,Hybrid,electronic continuously variable,4 Cylinder Engine,1HGCV3F90NA009581,P009581,9852,4.9,5,5,4.9,4.9,5,MA,Dealer
2022,Honda,Accord Touring,Used,"$37,699 ",3.8,596,Modern Steel Metallic,Gray,Front-wheel Drive,22–32,Gasoline,Automatic,Intercooled Turbo Regular Unleaded I-4 2.0 L/122,1HGCV2F94NA011487,14CB412P,5878,5,5,5,5,5,5,MN,Dealer
2022,Honda,Pilot Special Edition,Used,"$37,651 ",5,127,Platinum White Pearl,Black,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H24NB026243,031987A,10406,5,5,5,5,5,5,TX,Dealer
2022,Honda,CR-V Hybrid EX-L,Used,"$37,595 ",4.3,427,White,Black,All-wheel Drive,40–35,Hybrid,Variable,Gas/Electric I-4 2.0 L/122,5J6RT6H82NL004448,9174A,16198,4.6,4.9,4.5,4.6,4.8,4.7,FL,Dealer
2022,Honda,Passport EX-L,Used,"$37,588 ",5,4044,Platinum White Pearl,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H57NB000490,YU000490,8521,5,5,4.9,5,4.9,5,PA,Dealer
2022,Honda,Pilot Sport,New,"$37,551 ",5,1516,Crystal Black Pearl,Black,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H37NB038203,22833,5,5,5,5,5,5,5,LA,Dealer
2022,Honda,Accord Touring 2.0T,Honda Certified,"$37,495 ",5,2232,Radiant Red Metallic,Ivory,Front-wheel Drive,22–32,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F96NA005917,R225103,3833,5,5,5,5,5,5,MN,Dealer
2022,Honda,Pilot Special Edition,Used,"$37,494 ",5,1621,Sonic Gray Pearl,Black,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H25NB027143,RT8033A,15786,5,5,5,5,5,5,OK,Dealer
2022,Honda,Ridgeline Sport,Honda Certified,"$37,291 ",5,2637,Crystal Black Pearl,Black,All-wheel Drive,18–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F10NB002698,P122A,12347,5,4.9,4.9,4.3,4.7,5,IL,Dealer
2022,Honda,Pilot Sport,New,"$37,272 ",4.8,578,Platinum White Pearl,Black,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H34NB039146,NB039146,10,5,5,5,5,5,5,TX,Dealer
